Year,ZIP code [1],Size of adjusted gross income,Adjusted gross income (AGI)
2021,12188,"$50,000 under $75,000",60250
2021,12188,"$75,000 under $100,000",55481
2021,12189,"$1 under $25,000",31676
2021,12189,"$100,000 under $200,000",158849
2021,12189,"$200,000 or more",146668
2021,12189,"$25,000 under $50,000",101906
2021,12189,"$50,000 under $75,000",100946
2021,12189,"$75,000 under $100,000",73602
2021,12190,"$1 under $25,000",1281
2021,12190,"$100,000 under $200,000",9143
2021,12190,"$200,000 or more",0
2021,12190,"$25,000 under $50,000",3182
2021,12190,"$50,000 under $75,000",4092
2021,12190,"$75,000 under $100,000",3955
2021,12192,"$1 under $25,000",2667
2021,12192,"$100,000 under $200,000",17398
2021,12192,"$200,000 or more",9678
2021,12192,"$25,000 under $50,000",6176
2021,12192,"$50,000 under $75,000",7678
2021,12192,"$75,000 under $100,000",6956
2021,12193,"$1 under $25,000",3133
2021,12193,"$100,000 under $200,000",29201
2021,12193,"$200,000 or more",40613
2021,12193,"$25,000 under $50,000",8745
2021,12193,"$50,000 under $75,000",12304
2021,12193,"$75,000 under $100,000",10091
2021,12196,"$1 under $25,000",3762
2021,12196,"$100,000 under $200,000",53945
2021,12196,"$200,000 or more",50508
2021,12196,"$25,000 under $50,000",9565
2021,12196,"$50,000 under $75,000",14750
2021,12196,"$75,000 under $100,000",15438
2021,12197,"$1 under $25,000",3136
2021,12197,"$100,000 under $200,000",22321
2021,12197,"$200,000 or more",9350
2021,12197,"$25,000 under $50,000",9427
2021,12197,"$50,000 under $75,000",10309
2021,12197,"$75,000 under $100,000",9955
2021,12198,"$1 under $25,000",10162
2021,12198,"$100,000 under $200,000",125242
2021,12198,"$200,000 or more",102446
2021,12198,"$25,000 under $50,000",30338
2021,12198,"$50,000 under $75,000",41641
2021,12198,"$75,000 under $100,000",41696
2021,12202,"$1 under $25,000",23953
2021,12202,"$100,000 under $200,000",17430
2021,12202,"$200,000 or more",10621
2021,12202,"$25,000 under $50,000",50506
2021,12202,"$50,000 under $75,000",31505
2021,12202,"$75,000 under $100,000",17019
2021,12203,"$1 under $25,000",40939
2021,12203,"$100,000 under $200,000",342172
2021,12203,"$200,000 or more",485328
2021,12203,"$25,000 under $50,000",122975
2021,12203,"$50,000 under $75,000",154795
2021,12203,"$75,000 under $100,000",140998
2021,12204,"$1 under $25,000",13035
2021,12204,"$100,000 under $200,000",67859
2021,12204,"$200,000 or more",167552
2021,12204,"$25,000 under $50,000",44023
2021,12204,"$50,000 under $75,000",45506
2021,12204,"$75,000 under $100,000",34815
2021,12205,"$1 under $25,000",45459
2021,12205,"$100,000 under $200,000",346432
2021,12205,"$200,000 or more",146043
2021,12205,"$25,000 under $50,000",136172
2021,12205,"$50,000 under $75,000",172883
2021,12205,"$75,000 under $100,000",163095
2021,12206,"$1 under $25,000",37893
2021,12206,"$100,000 under $200,000",47743
2021,12206,"$200,000 or more",23368
2021,12206,"$25,000 under $50,000",78793
2021,12206,"$50,000 under $75,000",49550
2021,12206,"$75,000 under $100,000",26036
2021,12207,"$1 under $25,000",4570
2021,12207,"$100,000 under $200,000",20466
2021,12207,"$200,000 or more",0
2021,12207,"$25,000 under $50,000",10158
2021,12207,"$50,000 under $75,000",12922
2021,12207,"$75,000 under $100,000",7435
2021,12208,"$1 under $25,000",33016
2021,12208,"$100,000 under $200,000",227175
2021,12208,"$200,000 or more",156740
2021,12208,"$25,000 under $50,000",96746
2021,12208,"$50,000 under $75,000",105633
2021,12208,"$75,000 under $100,000",95799
2021,12209,"$1 under $25,000",18448
2021,12209,"$100,000 under $200,000",77057
2021,12209,"$200,000 or more",21499
2021,12209,"$25,000 under $50,000",58152
2021,12209,"$50,000 under $75,000",59290
2021,12209,"$75,000 under $100,000",43435
2021,12210,"$1 under $25,000",21845
2021,12210,"$100,000 under $200,000",39366
2021,12210,"$200,000 or more",57317
2021,12210,"$25,000 under $50,000",56642
2021,12210,"$50,000 under $75,000",44976
2021,12210,"$75,000 under $100,000",28238
2021,12211,"$1 under $25,000",12673
2021,12211,"$100,000 under $200,000",209794
2021,12211,"$200,000 or more",677524
2021,12211,"$25,000 under $50,000",33257
2021,12211,"$50,000 under $75,000",49243
2021,12211,"$75,000 under $100,000",58671
2021,12302,"$1 under $25,000",37979
2021,12302,"$100,000 under $200,000",460646
2021,12302,"$200,000 or more",230599
2021,12302,"$25,000 under $50,000",112690
2021,12302,"$50,000 under $75,000",157578
2021,12302,"$75,000 under $100,000",151764
2021,12303,"$1 under $25,000",51740
2021,12303,"$100,000 under $200,000",355457
2021,12303,"$200,000 or more",309522
2021,12303,"$25,000 under $50,000",140005
2021,12303,"$50,000 under $75,000",150496
2021,12303,"$75,000 under $100,000",138261
2021,12304,"$1 under $25,000",43742
2021,12304,"$100,000 under $200,000",136314
2021,12304,"$200,000 or more",46204
2021,12304,"$25,000 under $50,000",120869
2021,12304,"$50,000 under $75,000",110067
2021,12304,"$75,000 under $100,000",80107
2021,12305,"$1 under $25,000",10086
2021,12305,"$100,000 under $200,000",23711
2021,12305,"$200,000 or more",27096
2021,12305,"$25,000 under $50,000",28150
2021,12305,"$50,000 under $75,000",23412
2021,12305,"$75,000 under $100,000",15858
2021,12306,"$1 under $25,000",46506
2021,12306,"$100,000 under $200,000",321118
2021,12306,"$200,000 or more",154126
2021,12306,"$25,000 under $50,000",145330
2021,12306,"$50,000 under $75,000",158613
2021,12306,"$75,000 under $100,000",145183
2021,12307,"$1 under $25,000",20378
2021,12307,"$100,000 under $200,000",6882
2021,12307,"$200,000 or more",0
2021,12307,"$25,000 under $50,000",36896
2021,12307,"$50,000 under $75,000",17992
2021,12307,"$75,000 under $100,000",6974
2021,12308,"$1 under $25,000",29621
2021,12308,"$100,000 under $200,000",69746
2021,12308,"$200,000 or more",53160
2021,12308,"$25,000 under $50,000",74815
2021,12308,"$50,000 under $75,000",64399
2021,12308,"$75,000 under $100,000",42957
2021,12309,"$1 under $25,000",35071
2021,12309,"$100,000 under $200,000",573010
2021,12309,"$200,000 or more",928669
2021,12309,"$25,000 under $50,000",96597
2021,12309,"$50,000 under $75,000",140280
2021,12309,"$75,000 under $100,000",155244
2021,12401,"$1 under $25,000",65820
2021,12401,"$100,000 under $200,000",323628
2021,12401,"$200,000 or more",343989
2021,12401,"$25,000 under $50,000",166783
2021,12401,"$50,000 under $75,000",160485
2021,12401,"$75,000 under $100,000",138584
2021,12404,"$1 under $25,000",5403
2021,12404,"$100,000 under $200,000",47305
2021,12404,"$200,000 or more",121143
2021,12404,"$25,000 under $50,000",13313
2021,12404,"$50,000 under $75,000",15306
2021,12404,"$75,000 under $100,000",13994
2021,12405,"$1 under $25,000",1207
2021,12405,"$100,000 under $200,000",8843
2021,12405,"$200,000 or more",0
2021,12405,"$25,000 under $50,000",3473
2021,12405,"$50,000 under $75,000",2545
2021,12405,"$75,000 under $100,000",3015
2021,12406,"$1 under $25,000",1025
2021,12406,"$100,000 under $200,000",10930
2021,12406,"$200,000 or more",0
2021,12406,"$25,000 under $50,000",3491
2021,12406,"$50,000 under $75,000",2609
2021,12406,"$75,000 under $100,000",1807
2021,12407,"$1 under $25,000",404
2021,12407,"$100,000 under $200,000",0
2021,12407,"$200,000 or more",0
2021,12407,"$25,000 under $50,000",2463
2021,12407,"$50,000 under $75,000",0
2021,12407,"$75,000 under $100,000",5238
2021,12409,"$1 under $25,000",1758
2021,12409,"$100,000 under $200,000",15657
2021,12409,"$200,000 or more",56852
2021,12409,"$25,000 under $50,000",3242
2021,12409,"$50,000 under $75,000",3551
2021,12409,"$75,000 under $100,000",4828
2021,12410,"$1 under $25,000",637
2021,12410,"$100,000 under $200,000",4521
2021,12410,"$200,000 or more",12199
2021,12410,"$25,000 under $50,000",1007
2021,12410,"$50,000 under $75,000",2203
2021,12410,"$75,000 under $100,000",0
2021,12411,"$1 under $25,000",893
2021,12411,"$100,000 under $200,000",9669
2021,12411,"$200,000 or more",0
2021,12411,"$25,000 under $50,000",2973
2021,12411,"$50,000 under $75,000",2680
2021,12411,"$75,000 under $100,000",2674
2021,12412,"$1 under $25,000",1329
2021,12412,"$100,000 under $200,000",17624
2021,12412,"$200,000 or more",0
2021,12412,"$25,000 under $50,000",2099
2021,12412,"$50,000 under $75,000",2691
2021,12412,"$75,000 under $100,000",3596
2021,12413,"$1 under $25,000",5847
2021,12413,"$100,000 under $200,000",23332
2021,12413,"$200,000 or more",11518
2021,12413,"$25,000 under $50,000",16264
2021,12413,"$50,000 under $75,000",13863
2021,12413,"$75,000 under $100,000",12582
2021,12414,"$1 under $25,000",18117
2021,12414,"$100,000 under $200,000",93831
2021,12414,"$200,000 or more",88186
2021,12414,"$25,000 under $50,000",46803
2021,12414,"$50,000 under $75,000",49801
2021,12414,"$75,000 under $100,000",39673
2021,12418,"$1 under $25,000",845
2021,12418,"$100,000 under $200,000",8637
2021,12418,"$200,000 or more",0
2021,12418,"$25,000 under $50,000",2544
2021,12418,"$50,000 under $75,000",3971
2021,12418,"$75,000 under $100,000",0
2021,12419,"$1 under $25,000",943
2021,12419,"$100,000 under $200,000",9332
2021,12419,"$200,000 or more",11697
2021,12419,"$25,000 under $50,000",3089
2021,12419,"$50,000 under $75,000",2895
2021,12419,"$75,000 under $100,000",3683
2021,12421,"$1 under $25,000",542
2021,12421,"$100,000 under $200,000",4974
2021,12421,"$200,000 or more",12638
2021,12421,"$25,000 under $50,000",1299
2021,12421,"$50,000 under $75,000",1348
2021,12421,"$75,000 under $100,000",2174
2021,12422,"$1 under $25,000",500
2021,12422,"$100,000 under $200,000",5890
2021,12422,"$200,000 or more",0
2021,12422,"$25,000 under $50,000",899
2021,12422,"$50,000 under $75,000",2941
2021,12422,"$75,000 under $100,000",0
2021,12423,"$1 under $25,000",2239
2021,12423,"$100,000 under $200,000",13478
2021,12423,"$200,000 or more",0
2021,12423,"$25,000 under $50,000",5301
2021,12423,"$50,000 under $75,000",5583
2021,12423,"$75,000 under $100,000",4935
2021,12424,"$1 under $25,000",360
2021,12424,"$100,000 under $200,000",9755
2021,12424,"$200,000 or more",0
2021,12424,"$25,000 under $50,000",1058
2021,12424,"$50,000 under $75,000",2328
2021,12424,"$75,000 under $100,000",0
2021,12427,"$1 under $25,000",1117
2021,12427,"$100,000 under $200,000",8164
2021,12427,"$200,000 or more",0
2021,12427,"$25,000 under $50,000",1831
2021,12427,"$50,000 under $75,000",3325
2021,12427,"$75,000 under $100,000",0
2021,12428,"$1 under $25,000",12290
2021,12428,"$100,000 under $200,000",39027
2021,12428,"$200,000 or more",24611
2021,12428,"$25,000 under $50,000",28168
2021,12428,"$50,000 under $75,000",25989
2021,12428,"$75,000 under $100,000",20714
2021,12430,"$1 under $25,000",1833
2021,12430,"$100,000 under $200,000",8389
2021,12430,"$200,000 or more",8752
2021,12430,"$25,000 under $50,000",4668
2021,12430,"$50,000 under $75,000",4296
2021,12430,"$75,000 under $100,000",3795
2021,12431,"$1 under $25,000",2707
2021,12431,"$100,000 under $200,000",17690
2021,12431,"$200,000 or more",17680
2021,12431,"$25,000 under $50,000",6242
2021,12431,"$50,000 under $75,000",8842
2021,12431,"$75,000 under $100,000",9641
2021,12433,"$1 under $25,000",856
2021,12433,"$100,000 under $200,000",6717
2021,12433,"$200,000 or more",21802
2021,12433,"$25,000 under $50,000",1586
2021,12433,"$50,000 under $75,000",1639
2021,12433,"$75,000 under $100,000",2070
2021,12434,"$1 under $25,000",1412
2021,12434,"$100,000 under $200,000",4333
2021,12434,"$200,000 or more",0
2021,12434,"$25,000 under $50,000",2889
2021,12434,"$50,000 under $75,000",3163
2021,12434,"$75,000 under $100,000",3032
2021,12435,"$1 under $25,000",442
2021,12435,"$100,000 under $200,000",6070
2021,12435,"$200,000 or more",0
2021,12435,"$25,000 under $50,000",1393
2021,12435,"$50,000 under $75,000",3656
2021,12435,"$75,000 under $100,000",0
2021,12439,"$1 under $25,000",701
2021,12439,"$100,000 under $200,000",8578
2021,12439,"$200,000 or more",0
2021,12439,"$25,000 under $50,000",1484
2021,12439,"$50,000 under $75,000",2387
2021,12439,"$75,000 under $100,000",0
2021,12440,"$1 under $25,000",3205
2021,12440,"$100,000 under $200,000",26117
2021,12440,"$200,000 or more",63702
2021,12440,"$25,000 under $50,000",8028
2021,12440,"$50,000 under $75,000",9439
2021,12440,"$75,000 under $100,000",9264
2021,12442,"$1 under $25,000",1685
2021,12442,"$100,000 under $200,000",8873
2021,12442,"$200,000 or more",22143
2021,12442,"$25,000 under $50,000",3767
2021,12442,"$50,000 under $75,000",3141
2021,12442,"$75,000 under $100,000",4883
2021,12443,"$1 under $25,000",5129
2021,12443,"$100,000 under $200,000",66597
2021,12443,"$200,000 or more",97433
2021,12443,"$25,000 under $50,000",15046
2021,12443,"$50,000 under $75,000",18361
2021,12443,"$75,000 under $100,000",19877
2021,12444,"$1 under $25,000",443
2021,12444,"$100,000 under $200,000",3608
2021,12444,"$200,000 or more",15166
2021,12444,"$25,000 under $50,000",1473
2021,12444,"$50,000 under $75,000",2288
2021,12444,"$75,000 under $100,000",0
2021,12446,"$1 under $25,000",8319
2021,12446,"$100,000 under $200,000",57149
2021,12446,"$200,000 or more",83942
2021,12446,"$25,000 under $50,000",22197
2021,12446,"$50,000 under $75,000",21714
2021,12446,"$75,000 under $100,000",21300
2021,12448,"$1 under $25,000",324
2021,12448,"$100,000 under $200,000",7881
2021,12448,"$200,000 or more",0
2021,12448,"$25,000 under $50,000",818
2021,12448,"$50,000 under $75,000",2443
2021,12448,"$75,000 under $100,000",0
2021,12449,"$1 under $25,000",6252
2021,12449,"$100,000 under $200,000",33319
2021,12449,"$200,000 or more",16143
2021,12449,"$25,000 under $50,000",16085
2021,12449,"$50,000 under $75,000",14927
2021,12449,"$75,000 under $100,000",15520
2021,12451,"$1 under $25,000",3151
2021,12451,"$100,000 under $200,000",18256
2021,12451,"$200,000 or more",7931
2021,12451,"$25,000 under $50,000",8364
2021,12451,"$50,000 under $75,000",9010
2021,12451,"$75,000 under $100,000",7365
2021,12454,"$1 under $25,000",415
2021,12454,"$100,000 under $200,000",4733
2021,12454,"$200,000 or more",0
2021,12454,"$25,000 under $50,000",987
2021,12454,"$50,000 under $75,000",1740
2021,12454,"$75,000 under $100,000",0
2021,12455,"$1 under $25,000",2665
2021,12455,"$100,000 under $200,000",15096
2021,12455,"$200,000 or more",15634
2021,12455,"$25,000 under $50,000",7634
2021,12455,"$50,000 under $75,000",6285
2021,12455,"$75,000 under $100,000",8075
2021,12456,"$1 under $25,000",1402
2021,12456,"$100,000 under $200,000",6769
2021,12456,"$200,000 or more",0
2021,12456,"$25,000 under $50,000",4490
2021,12456,"$50,000 under $75,000",3962
2021,12456,"$75,000 under $100,000",3654
2021,12457,"$1 under $25,000",1349
2021,12457,"$100,000 under $200,000",7916
2021,12457,"$200,000 or more",36469
2021,12457,"$25,000 under $50,000",2236
2021,12457,"$50,000 under $75,000",3003
2021,12457,"$75,000 under $100,000",2695
2021,12458,"$1 under $25,000",4032
2021,12458,"$100,000 under $200,000",19073
2021,12458,"$200,000 or more",9743
2021,12458,"$25,000 under $50,000",10969
2021,12458,"$50,000 under $75,000",11366
2021,12458,"$75,000 under $100,000",10834
2021,12460,"$1 under $25,000",546
2021,12460,"$100,000 under $200,000",5446
2021,12460,"$200,000 or more",0
2021,12460,"$25,000 under $50,000",1114
2021,12460,"$50,000 under $75,000",2559
2021,12460,"$75,000 under $100,000",0
2021,12461,"$1 under $25,000",2951
2021,12461,"$100,000 under $200,000",22096
2021,12461,"$200,000 or more",40551
2021,12461,"$25,000 under $50,000",5666
2021,12461,"$50,000 under $75,000",7586
2021,12461,"$75,000 under $100,000",8191
2021,12463,"$1 under $25,000",2081
2021,12463,"$100,000 under $200,000",18801
2021,12463,"$200,000 or more",15532
2021,12463,"$25,000 under $50,000",7524
2021,12463,"$50,000 under $75,000",6937
2021,12463,"$75,000 under $100,000",8973
2021,12464,"$1 under $25,000",1677
2021,12464,"$100,000 under $200,000",8251
2021,12464,"$200,000 or more",27851
2021,12464,"$25,000 under $50,000",3889
2021,12464,"$50,000 under $75,000",3477
2021,12464,"$75,000 under $100,000",4133
2021,12465,"$1 under $25,000",447
2021,12465,"$100,000 under $200,000",4855
2021,12465,"$200,000 or more",0
2021,12465,"$25,000 under $50,000",762
2021,12465,"$50,000 under $75,000",1346
2021,12465,"$75,000 under $100,000",0
2021,12466,"$1 under $25,000",5130
2021,12466,"$100,000 under $200,000",39295
2021,12466,"$200,000 or more",21748
2021,12466,"$25,000 under $50,000",14357
2021,12466,"$50,000 under $75,000",15440
2021,12466,"$75,000 under $100,000",16379
2021,12468,"$1 under $25,000",2383
2021,12468,"$100,000 under $200,000",8823
2021,12468,"$200,000 or more",9969
2021,12468,"$25,000 under $50,000",5448
2021,12468,"$50,000 under $75,000",5587
2021,12468,"$75,000 under $100,000",5737
2021,12469,"$1 under $25,000",930
2021,12469,"$100,000 under $200,000",13658
2021,12469,"$200,000 or more",0
2021,12469,"$25,000 under $50,000",2968
2021,12469,"$50,000 under $75,000",3818
2021,12469,"$75,000 under $100,000",4422
2021,12470,"$1 under $25,000",846
2021,12470,"$100,000 under $200,000",6899
2021,12470,"$200,000 or more",0
2021,12470,"$25,000 under $50,000",2602
2021,12470,"$50,000 under $75,000",3011
2021,12470,"$75,000 under $100,000",1808
2021,12472,"$1 under $25,000",3142
2021,12472,"$100,000 under $200,000",20367
2021,12472,"$200,000 or more",14397
2021,12472,"$25,000 under $50,000",7080
2021,12472,"$50,000 under $75,000",7743
2021,12472,"$75,000 under $100,000",7890
2021,12473,"$1 under $25,000",1626
2021,12473,"$100,000 under $200,000",11458
2021,12473,"$200,000 or more",8719
2021,12473,"$25,000 under $50,000",4435
2021,12473,"$50,000 under $75,000",4492
2021,12473,"$75,000 under $100,000",5775
2021,12474,"$1 under $25,000",1860
2021,12474,"$100,000 under $200,000",11334
2021,12474,"$200,000 or more",14460
2021,12474,"$25,000 under $50,000",4821
2021,12474,"$50,000 under $75,000",5099
2021,12474,"$75,000 under $100,000",5139
2021,12477,"$1 under $25,000",30913
