Year,ZIP code [1],Size of adjusted gross income,Adjusted gross income (AGI)
2021,11967,"$75,000 under $100,000",134302
2021,11968,"$1 under $25,000",17661
2021,11968,"$100,000 under $200,000",148790
2021,11968,"$200,000 or more",1765446
2021,11968,"$25,000 under $50,000",37854
2021,11968,"$50,000 under $75,000",40544
2021,11968,"$75,000 under $100,000",41571
2021,11971,"$1 under $25,000",8308
2021,11971,"$100,000 under $200,000",100698
2021,11971,"$200,000 or more",370689
2021,11971,"$25,000 under $50,000",19256
2021,11971,"$50,000 under $75,000",25744
2021,11971,"$75,000 under $100,000",25092
2021,11976,"$1 under $25,000",2869
2021,11976,"$100,000 under $200,000",26127
2021,11976,"$200,000 or more",1067442
2021,11976,"$25,000 under $50,000",6562
2021,11976,"$50,000 under $75,000",6846
2021,11976,"$75,000 under $100,000",8694
2021,11977,"$1 under $25,000",4087
2021,11977,"$100,000 under $200,000",43267
2021,11977,"$200,000 or more",243940
2021,11977,"$25,000 under $50,000",8529
2021,11977,"$50,000 under $75,000",9524
2021,11977,"$75,000 under $100,000",9990
2021,11978,"$1 under $25,000",6668
2021,11978,"$100,000 under $200,000",50044
2021,11978,"$200,000 or more",438460
2021,11978,"$25,000 under $50,000",13967
2021,11978,"$50,000 under $75,000",14433
2021,11978,"$75,000 under $100,000",15874
2021,11980,"$1 under $25,000",7286
2021,11980,"$100,000 under $200,000",104135
2021,11980,"$200,000 or more",82378
2021,11980,"$25,000 under $50,000",21603
2021,11980,"$50,000 under $75,000",29590
2021,11980,"$75,000 under $100,000",36258
2021,12008,"$1 under $25,000",614
2021,12008,"$100,000 under $200,000",14376
2021,12008,"$200,000 or more",0
2021,12008,"$25,000 under $50,000",1775
2021,12008,"$50,000 under $75,000",2368
2021,12008,"$75,000 under $100,000",3148
2021,12009,"$1 under $25,000",8862
2021,12009,"$100,000 under $200,000",140833
2021,12009,"$200,000 or more",161925
2021,12009,"$25,000 under $50,000",28184
2021,12009,"$50,000 under $75,000",39085
2021,12009,"$75,000 under $100,000",42319
2021,12010,"$1 under $25,000",55954
2021,12010,"$100,000 under $200,000",222997
2021,12010,"$200,000 or more",167846
2021,12010,"$25,000 under $50,000",146472
2021,12010,"$50,000 under $75,000",132008
2021,12010,"$75,000 under $100,000",106239
2021,12015,"$1 under $25,000",4639
2021,12015,"$100,000 under $200,000",51356
2021,12015,"$200,000 or more",71911
2021,12015,"$25,000 under $50,000",13688
2021,12015,"$50,000 under $75,000",16316
2021,12015,"$75,000 under $100,000",16811
2021,12017,"$1 under $25,000",464
2021,12017,"$100,000 under $200,000",4259
2021,12017,"$200,000 or more",16749
2021,12017,"$25,000 under $50,000",1522
2021,12017,"$50,000 under $75,000",2881
2021,12017,"$75,000 under $100,000",0
2021,12018,"$1 under $25,000",9987
2021,12018,"$100,000 under $200,000",142554
2021,12018,"$200,000 or more",111256
2021,12018,"$25,000 under $50,000",28436
2021,12018,"$50,000 under $75,000",35105
2021,12018,"$75,000 under $100,000",43994
2021,12019,"$1 under $25,000",17193
2021,12019,"$100,000 under $200,000",353391
2021,12019,"$200,000 or more",344428
2021,12019,"$25,000 under $50,000",47317
2021,12019,"$50,000 under $75,000",77089
2021,12019,"$75,000 under $100,000",88490
2021,12020,"$1 under $25,000",49360
2021,12020,"$100,000 under $200,000",536508
2021,12020,"$200,000 or more",477316
2021,12020,"$25,000 under $50,000",139014
2021,12020,"$50,000 under $75,000",183063
2021,12020,"$75,000 under $100,000",178059
2021,12022,"$1 under $25,000",1355
2021,12022,"$100,000 under $200,000",13269
2021,12022,"$200,000 or more",0
2021,12022,"$25,000 under $50,000",3674
2021,12022,"$50,000 under $75,000",5058
2021,12022,"$75,000 under $100,000",4226
2021,12023,"$1 under $25,000",2767
2021,12023,"$100,000 under $200,000",32523
2021,12023,"$200,000 or more",8349
2021,12023,"$25,000 under $50,000",9053
2021,12023,"$50,000 under $75,000",10822
2021,12023,"$75,000 under $100,000",9992
2021,12025,"$1 under $25,000",9093
2021,12025,"$100,000 under $200,000",68888
2021,12025,"$200,000 or more",41096
2021,12025,"$25,000 under $50,000",25490
2021,12025,"$50,000 under $75,000",27837
2021,12025,"$75,000 under $100,000",28337
2021,12027,"$1 under $25,000",4872
2021,12027,"$100,000 under $200,000",82942
2021,12027,"$200,000 or more",84490
2021,12027,"$25,000 under $50,000",11133
2021,12027,"$50,000 under $75,000",15641
2021,12027,"$75,000 under $100,000",21935
2021,12028,"$1 under $25,000",2001
2021,12028,"$100,000 under $200,000",20662
2021,12028,"$200,000 or more",0
2021,12028,"$25,000 under $50,000",5025
2021,12028,"$50,000 under $75,000",6639
2021,12028,"$75,000 under $100,000",5444
2021,12029,"$1 under $25,000",1634
2021,12029,"$100,000 under $200,000",16340
2021,12029,"$200,000 or more",56696
2021,12029,"$25,000 under $50,000",3321
2021,12029,"$50,000 under $75,000",4560
2021,12029,"$75,000 under $100,000",6409
2021,12032,"$1 under $25,000",1513
2021,12032,"$100,000 under $200,000",18970
2021,12032,"$200,000 or more",0
2021,12032,"$25,000 under $50,000",3987
2021,12032,"$50,000 under $75,000",4945
2021,12032,"$75,000 under $100,000",5980
2021,12033,"$1 under $25,000",10487
2021,12033,"$100,000 under $200,000",132088
2021,12033,"$200,000 or more",114685
2021,12033,"$25,000 under $50,000",30096
2021,12033,"$50,000 under $75,000",41725
2021,12033,"$75,000 under $100,000",42476
2021,12035,"$1 under $25,000",1300
2021,12035,"$100,000 under $200,000",7430
2021,12035,"$200,000 or more",0
2021,12035,"$25,000 under $50,000",3726
2021,12035,"$50,000 under $75,000",4247
2021,12035,"$75,000 under $100,000",4244
2021,12036,"$1 under $25,000",419
2021,12036,"$100,000 under $200,000",2836
2021,12036,"$200,000 or more",0
2021,12036,"$25,000 under $50,000",1046
2021,12036,"$50,000 under $75,000",1598
2021,12036,"$75,000 under $100,000",0
2021,12037,"$1 under $25,000",6289
2021,12037,"$100,000 under $200,000",40929
2021,12037,"$200,000 or more",90933
2021,12037,"$25,000 under $50,000",17433
2021,12037,"$50,000 under $75,000",17249
2021,12037,"$75,000 under $100,000",15485
2021,12041,"$1 under $25,000",584
2021,12041,"$100,000 under $200,000",9968
2021,12041,"$200,000 or more",0
2021,12041,"$25,000 under $50,000",1744
2021,12041,"$50,000 under $75,000",2994
2021,12041,"$75,000 under $100,000",2808
2021,12042,"$1 under $25,000",749
2021,12042,"$100,000 under $200,000",6462
2021,12042,"$200,000 or more",0
2021,12042,"$25,000 under $50,000",1743
2021,12042,"$50,000 under $75,000",2693
2021,12042,"$75,000 under $100,000",2650
2021,12043,"$1 under $25,000",11508
2021,12043,"$100,000 under $200,000",65550
2021,12043,"$200,000 or more",43675
2021,12043,"$25,000 under $50,000",34038
2021,12043,"$50,000 under $75,000",34254
2021,12043,"$75,000 under $100,000",26585
2021,12046,"$1 under $25,000",895
2021,12046,"$100,000 under $200,000",16519
2021,12046,"$200,000 or more",0
2021,12046,"$25,000 under $50,000",3435
2021,12046,"$50,000 under $75,000",3577
2021,12046,"$75,000 under $100,000",2688
2021,12047,"$1 under $25,000",36461
2021,12047,"$100,000 under $200,000",236844
2021,12047,"$200,000 or more",348784
2021,12047,"$25,000 under $50,000",114413
2021,12047,"$50,000 under $75,000",120409
2021,12047,"$75,000 under $100,000",103617
2021,12051,"$1 under $25,000",5422
2021,12051,"$100,000 under $200,000",39739
2021,12051,"$200,000 or more",27394
2021,12051,"$25,000 under $50,000",16473
2021,12051,"$50,000 under $75,000",18362
2021,12051,"$75,000 under $100,000",16377
2021,12052,"$1 under $25,000",2108
2021,12052,"$100,000 under $200,000",24639
2021,12052,"$200,000 or more",12481
2021,12052,"$25,000 under $50,000",5745
2021,12052,"$50,000 under $75,000",8954
2021,12052,"$75,000 under $100,000",9380
2021,12053,"$1 under $25,000",5262
2021,12053,"$100,000 under $200,000",74338
2021,12053,"$200,000 or more",54750
2021,12053,"$25,000 under $50,000",16316
2021,12053,"$50,000 under $75,000",24449
2021,12053,"$75,000 under $100,000",24319
2021,12054,"$1 under $25,000",18174
2021,12054,"$100,000 under $200,000",350079
2021,12054,"$200,000 or more",538696
2021,12054,"$25,000 under $50,000",50543
2021,12054,"$50,000 under $75,000",74872
2021,12054,"$75,000 under $100,000",86214
2021,12056,"$1 under $25,000",3370
2021,12056,"$100,000 under $200,000",38552
2021,12056,"$200,000 or more",24471
2021,12056,"$25,000 under $50,000",8150
2021,12056,"$50,000 under $75,000",10245
2021,12056,"$75,000 under $100,000",12287
2021,12057,"$1 under $25,000",2964
2021,12057,"$100,000 under $200,000",19114
2021,12057,"$200,000 or more",6069
2021,12057,"$25,000 under $50,000",7913
2021,12057,"$50,000 under $75,000",7408
2021,12057,"$75,000 under $100,000",8344
2021,12058,"$1 under $25,000",2261
2021,12058,"$100,000 under $200,000",14068
2021,12058,"$200,000 or more",9548
2021,12058,"$25,000 under $50,000",7405
2021,12058,"$50,000 under $75,000",6797
2021,12058,"$75,000 under $100,000",7939
2021,12059,"$1 under $25,000",2228
2021,12059,"$100,000 under $200,000",25486
2021,12059,"$200,000 or more",18655
2021,12059,"$25,000 under $50,000",5401
2021,12059,"$50,000 under $75,000",8647
2021,12059,"$75,000 under $100,000",9153
2021,12060,"$1 under $25,000",2034
2021,12060,"$100,000 under $200,000",20324
2021,12060,"$200,000 or more",48171
2021,12060,"$25,000 under $50,000",4326
2021,12060,"$50,000 under $75,000",6080
2021,12060,"$75,000 under $100,000",8051
2021,12061,"$1 under $25,000",11603
2021,12061,"$100,000 under $200,000",171114
2021,12061,"$200,000 or more",187111
2021,12061,"$25,000 under $50,000",36335
2021,12061,"$50,000 under $75,000",49502
2021,12061,"$75,000 under $100,000",51602
2021,12062,"$1 under $25,000",2108
2021,12062,"$100,000 under $200,000",24752
2021,12062,"$200,000 or more",12559
2021,12062,"$25,000 under $50,000",7686
2021,12062,"$50,000 under $75,000",9728
2021,12062,"$75,000 under $100,000",8319
2021,12063,"$1 under $25,000",836
2021,12063,"$100,000 under $200,000",10111
2021,12063,"$200,000 or more",11885
2021,12063,"$25,000 under $50,000",1565
2021,12063,"$50,000 under $75,000",2250
2021,12063,"$75,000 under $100,000",2881
2021,12064,"$1 under $25,000",796
2021,12064,"$100,000 under $200,000",3169
2021,12064,"$200,000 or more",0
2021,12064,"$25,000 under $50,000",2845
2021,12064,"$50,000 under $75,000",2608
2021,12064,"$75,000 under $100,000",1729
2021,12065,"$1 under $25,000",59691
2021,12065,"$100,000 under $200,000",772286
2021,12065,"$200,000 or more",858647
2021,12065,"$25,000 under $50,000",170089
2021,12065,"$50,000 under $75,000",217213
2021,12065,"$75,000 under $100,000",223114
2021,12066,"$1 under $25,000",2835
2021,12066,"$100,000 under $200,000",23462
2021,12066,"$200,000 or more",8760
2021,12066,"$25,000 under $50,000",8539
2021,12066,"$50,000 under $75,000",10569
2021,12066,"$75,000 under $100,000",12025
2021,12067,"$1 under $25,000",2020
2021,12067,"$100,000 under $200,000",21228
2021,12067,"$200,000 or more",16003
2021,12067,"$25,000 under $50,000",6263
2021,12067,"$50,000 under $75,000",6811
2021,12067,"$75,000 under $100,000",10657
2021,12068,"$1 under $25,000",4920
2021,12068,"$100,000 under $200,000",26890
2021,12068,"$200,000 or more",8817
2021,12068,"$25,000 under $50,000",13879
2021,12068,"$50,000 under $75,000",13632
2021,12068,"$75,000 under $100,000",13347
2021,12070,"$1 under $25,000",2135
2021,12070,"$100,000 under $200,000",13613
2021,12070,"$200,000 or more",15670
2021,12070,"$25,000 under $50,000",5920
2021,12070,"$50,000 under $75,000",7979
2021,12070,"$75,000 under $100,000",7897
2021,12071,"$1 under $25,000",609
2021,12071,"$100,000 under $200,000",0
2021,12071,"$200,000 or more",0
2021,12071,"$25,000 under $50,000",1359
2021,12071,"$50,000 under $75,000",1430
2021,12071,"$75,000 under $100,000",3640
2021,12072,"$1 under $25,000",3845
2021,12072,"$100,000 under $200,000",27484
2021,12072,"$200,000 or more",7537
2021,12072,"$25,000 under $50,000",12655
2021,12072,"$50,000 under $75,000",14221
2021,12072,"$75,000 under $100,000",14203
2021,12074,"$1 under $25,000",3727
2021,12074,"$100,000 under $200,000",48051
2021,12074,"$200,000 or more",21631
2021,12074,"$25,000 under $50,000",12109
2021,12074,"$50,000 under $75,000",15182
2021,12074,"$75,000 under $100,000",17340
2021,12075,"$1 under $25,000",4663
2021,12075,"$100,000 under $200,000",45215
2021,12075,"$200,000 or more",104481
2021,12075,"$25,000 under $50,000",13506
2021,12075,"$50,000 under $75,000",12532
2021,12075,"$75,000 under $100,000",15909
2021,12076,"$1 under $25,000",2051
2021,12076,"$100,000 under $200,000",11958
2021,12076,"$200,000 or more",7340
2021,12076,"$25,000 under $50,000",5883
2021,12076,"$50,000 under $75,000",5838
2021,12076,"$75,000 under $100,000",7009
2021,12077,"$1 under $25,000",7737
2021,12077,"$100,000 under $200,000",130184
2021,12077,"$200,000 or more",203981
2021,12077,"$25,000 under $50,000",19637
2021,12077,"$50,000 under $75,000",29306
2021,12077,"$75,000 under $100,000",35796
2021,12078,"$1 under $25,000",42852
2021,12078,"$100,000 under $200,000",134335
2021,12078,"$200,000 or more",67501
2021,12078,"$25,000 under $50,000",112743
2021,12078,"$50,000 under $75,000",97915
2021,12078,"$75,000 under $100,000",77588
2021,12083,"$1 under $25,000",5902
2021,12083,"$100,000 under $200,000",51288
2021,12083,"$200,000 or more",20713
2021,12083,"$25,000 under $50,000",17246
2021,12083,"$50,000 under $75,000",19158
2021,12083,"$75,000 under $100,000",20940
2021,12084,"$1 under $25,000",5519
2021,12084,"$100,000 under $200,000",65880
2021,12084,"$200,000 or more",57943
2021,12084,"$25,000 under $50,000",19580
2021,12084,"$50,000 under $75,000",30385
2021,12084,"$75,000 under $100,000",27972
2021,12085,"$1 under $25,000",572
2021,12085,"$100,000 under $200,000",0
2021,12085,"$200,000 or more",0
2021,12085,"$25,000 under $50,000",2275
2021,12085,"$50,000 under $75,000",2659
2021,12085,"$75,000 under $100,000",3033
2021,12086,"$1 under $25,000",2854
2021,12086,"$100,000 under $200,000",21970
2021,12086,"$200,000 or more",9703
2021,12086,"$25,000 under $50,000",8647
2021,12086,"$50,000 under $75,000",12655
2021,12086,"$75,000 under $100,000",10339
2021,12087,"$1 under $25,000",1817
2021,12087,"$100,000 under $200,000",14166
2021,12087,"$200,000 or more",7287
2021,12087,"$25,000 under $50,000",6100
2021,12087,"$50,000 under $75,000",6071
2021,12087,"$75,000 under $100,000",8159
2021,12090,"$1 under $25,000",10095
2021,12090,"$100,000 under $200,000",52154
2021,12090,"$200,000 or more",24193
2021,12090,"$25,000 under $50,000",28405
2021,12090,"$50,000 under $75,000",28699
2021,12090,"$75,000 under $100,000",25230
2021,12092,"$1 under $25,000",2052
2021,12092,"$100,000 under $200,000",14186
2021,12092,"$200,000 or more",0
2021,12092,"$25,000 under $50,000",5426
2021,12092,"$50,000 under $75,000",5792
2021,12092,"$75,000 under $100,000",6284
2021,12093,"$1 under $25,000",2505
2021,12093,"$100,000 under $200,000",12563
2021,12093,"$200,000 or more",7095
2021,12093,"$25,000 under $50,000",7551
2021,12093,"$50,000 under $75,000",8250
2021,12093,"$75,000 under $100,000",6344
2021,12094,"$1 under $25,000",3086
2021,12094,"$100,000 under $200,000",30326
2021,12094,"$200,000 or more",11448
2021,12094,"$25,000 under $50,000",10647
2021,12094,"$50,000 under $75,000",13057
2021,12094,"$75,000 under $100,000",11333
2021,12095,"$1 under $25,000",20471
2021,12095,"$100,000 under $200,000",96566
2021,12095,"$200,000 or more",44676
2021,12095,"$25,000 under $50,000",62431
2021,12095,"$50,000 under $75,000",58173
2021,12095,"$75,000 under $100,000",51277
2021,12106,"$1 under $25,000",3847
2021,12106,"$100,000 under $200,000",36980
2021,12106,"$200,000 or more",59270
2021,12106,"$25,000 under $50,000",9057
2021,12106,"$50,000 under $75,000",12995
2021,12106,"$75,000 under $100,000",10201
2021,12108,"$1 under $25,000",608
2021,12108,"$100,000 under $200,000",9082
2021,12108,"$200,000 or more",0
2021,12108,"$25,000 under $50,000",1710
2021,12108,"$50,000 under $75,000",4570
2021,12108,"$75,000 under $100,000",0
2021,12110,"$1 under $25,000",29191
2021,12110,"$100,000 under $200,000",332006
2021,12110,"$200,000 or more",345218
2021,12110,"$25,000 under $50,000",82452
2021,12110,"$50,000 under $75,000",113784
2021,12110,"$75,000 under $100,000",116025
2021,12116,"$1 under $25,000",2713
2021,12116,"$100,000 under $200,000",15034
2021,12116,"$200,000 or more",6317
2021,12116,"$25,000 under $50,000",8770
2021,12116,"$50,000 under $75,000",8254
2021,12116,"$75,000 under $100,000",7569
2021,12117,"$1 under $25,000",4904
2021,12117,"$100,000 under $200,000",28803
2021,12117,"$200,000 or more",30402
2021,12117,"$25,000 under $50,000",15269
2021,12117,"$50,000 under $75,000",18136
2021,12117,"$75,000 under $100,000",11935
2021,12118,"$1 under $25,000",23612
2021,12118,"$100,000 under $200,000",248485
2021,12118,"$200,000 or more",233312
2021,12118,"$25,000 under $50,000",74144
2021,12118,"$50,000 under $75,000",81693
2021,12118,"$75,000 under $100,000",80659
2021,12120,"$1 under $25,000",855
2021,12120,"$100,000 under $200,000",9941
2021,12120,"$200,000 or more",0
2021,12120,"$25,000 under $50,000",2457
2021,12120,"$50,000 under $75,000",2522
2021,12120,"$75,000 under $100,000",2954
2021,12121,"$1 under $25,000",2432
2021,12121,"$100,000 under $200,000",32424
2021,12121,"$200,000 or more",13085
2021,12121,"$25,000 under $50,000",7926
2021,12121,"$50,000 under $75,000",9026
2021,12121,"$75,000 under $100,000",10375
2021,12122,"$1 under $25,000",6866
2021,12122,"$100,000 under $200,000",36090
2021,12122,"$200,000 or more",17719
2021,12122,"$25,000 under $50,000",19721
2021,12122,"$50,000 under $75,000",20722
2021,12122,"$75,000 under $100,000",19791
2021,12123,"$1 under $25,000",7286
2021,12123,"$100,000 under $200,000",70428
2021,12123,"$200,000 or more",54920
2021,12123,"$25,000 under $50,000",22571
2021,12123,"$50,000 under $75,000",27395
2021,12123,"$75,000 under $100,000",28959
2021,12125,"$1 under $25,000",2550
2021,12125,"$100,000 under $200,000",12993
2021,12125,"$200,000 or more",20046
2021,12125,"$25,000 under $50,000",8505
2021,12125,"$50,000 under $75,000",7684
2021,12125,"$75,000 under $100,000",6893
2021,12130,"$1 under $25,000",1711
2021,12130,"$100,000 under $200,000",17568
2021,12130,"$200,000 or more",0
2021,12130,"$25,000 under $50,000",4504
2021,12130,"$50,000 under $75,000",5800
2021,12130,"$75,000 under $100,000",5519
2021,12134,"$1 under $25,000",5707
2021,12134,"$100,000 under $200,000",44967
2021,12134,"$200,000 or more",28303
2021,12134,"$25,000 under $50,000",17938
2021,12134,"$50,000 under $75,000",18995
2021,12134,"$75,000 under $100,000",17421
2021,12136,"$1 under $25,000",1228
2021,12136,"$100,000 under $200,000",13316
2021,12136,"$200,000 or more",40352
2021,12136,"$25,000 under $50,000",2496
2021,12136,"$50,000 under $75,000",2891
2021,12136,"$75,000 under $100,000",4844
2021,12137,"$1 under $25,000",2324
2021,12137,"$100,000 under $200,000",25255
2021,12137,"$200,000 or more",11448
2021,12137,"$25,000 under $50,000",7440
2021,12137,"$50,000 under $75,000",10950
2021,12137,"$75,000 under $100,000",8995
2021,12138,"$1 under $25,000",4615
2021,12138,"$100,000 under $200,000",32981
2021,12138,"$200,000 or more",20626
2021,12138,"$25,000 under $50,000",13429
2021,12138,"$50,000 under $75,000",14935
2021,12138,"$75,000 under $100,000",15545
2021,12139,"$1 under $25,000",408
2021,12139,"$100,000 under $200,000",6956
2021,12139,"$200,000 or more",0
2021,12139,"$25,000 under $50,000",907
2021,12139,"$50,000 under $75,000",2306
2021,12139,"$75,000 under $100,000",0
2021,12140,"$1 under $25,000",1969
2021,12140,"$100,000 under $200,000",33502
2021,12140,"$200,000 or more",14734
2021,12140,"$25,000 under $50,000",6219
2021,12140,"$50,000 under $75,000",7876
2021,12140,"$75,000 under $100,000",10113
2021,12143,"$1 under $25,000",7611
2021,12143,"$100,000 under $200,000",58231
2021,12143,"$200,000 or more",19573
2021,12143,"$25,000 under $50,000",23356
2021,12143,"$50,000 under $75,000",27033
2021,12143,"$75,000 under $100,000",27052
2021,12144,"$1 under $25,000",32260
2021,12144,"$100,000 under $200,000",264774
2021,12144,"$200,000 or more",154617
2021,12144,"$25,000 under $50,000",102880
2021,12144,"$50,000 under $75,000",122256
2021,12144,"$75,000 under $100,000",121919
2021,12147,"$1 under $25,000",803
2021,12147,"$100,000 under $200,000",12946
2021,12147,"$200,000 or more",0
2021,12147,"$25,000 under $50,000",2192
2021,12147,"$50,000 under $75,000",3133
2021,12147,"$75,000 under $100,000",3862
2021,12148,"$1 under $25,000",5395
2021,12148,"$100,000 under $200,000",96585
2021,12148,"$200,000 or more",214611
2021,12148,"$25,000 under $50,000",10844
2021,12148,"$50,000 under $75,000",17807
2021,12148,"$75,000 under $100,000",25365
2021,12149,"$1 under $25,000",4078
2021,12149,"$100,000 under $200,000",19483
2021,12149,"$200,000 or more",7701
2021,12149,"$25,000 under $50,000",11102
2021,12149,"$50,000 under $75,000",9228
2021,12149,"$75,000 under $100,000",8318
2021,12150,"$1 under $25,000",1362
2021,12150,"$100,000 under $200,000",15429
2021,12150,"$200,000 or more",0
2021,12150,"$25,000 under $50,000",4207
2021,12150,"$50,000 under $75,000",4806
2021,12150,"$75,000 under $100,000",5090
2021,12151,"$1 under $25,000",1319
2021,12151,"$100,000 under $200,000",21792
2021,12151,"$200,000 or more",12294
2021,12151,"$25,000 under $50,000",2926
2021,12151,"$50,000 under $75,000",4961
2021,12151,"$75,000 under $100,000",7075
2021,12153,"$1 under $25,000",998
2021,12153,"$100,000 under $200,000",16100
2021,12153,"$200,000 or more",8476
2021,12153,"$25,000 under $50,000",3165
2021,12153,"$50,000 under $75,000",4761
2021,12153,"$75,000 under $100,000",5236
2021,12154,"$1 under $25,000",4361
2021,12154,"$100,000 under $200,000",41601
2021,12154,"$200,000 or more",27841
2021,12154,"$25,000 under $50,000",12467
2021,12154,"$50,000 under $75,000",14726
2021,12154,"$75,000 under $100,000",17185
2021,12155,"$1 under $25,000",2910
2021,12155,"$100,000 under $200,000",16099
2021,12155,"$200,000 or more",0
2021,12155,"$25,000 under $50,000",7651
2021,12155,"$50,000 under $75,000",8209
2021,12155,"$75,000 under $100,000",7380
2021,12156,"$1 under $25,000",1041
2021,12156,"$100,000 under $200,000",14318
2021,12156,"$200,000 or more",6982
2021,12156,"$25,000 under $50,000",2970
2021,12156,"$50,000 under $75,000",4918
2021,12156,"$75,000 under $100,000",5379
2021,12157,"$1 under $25,000",6921
2021,12157,"$100,000 under $200,000",45557
2021,12157,"$200,000 or more",28278
2021,12157,"$25,000 under $50,000",16799
2021,12157,"$50,000 under $75,000",20791
2021,12157,"$75,000 under $100,000",20047
2021,12158,"$1 under $25,000",8854
2021,12158,"$100,000 under $200,000",102130
2021,12158,"$200,000 or more",105060
2021,12158,"$25,000 under $50,000",25641
2021,12158,"$50,000 under $75,000",33858
2021,12158,"$75,000 under $100,000",36204
2021,12159,"$1 under $25,000",9781
2021,12159,"$100,000 under $200,000",160936
2021,12159,"$200,000 or more",502068
2021,12159,"$25,000 under $50,000",24128
2021,12159,"$50,000 under $75,000",33845
2021,12159,"$75,000 under $100,000",38360
2021,12160,"$1 under $25,000",1217
2021,12160,"$100,000 under $200,000",14310
2021,12160,"$200,000 or more",0
2021,12160,"$25,000 under $50,000",4031
2021,12160,"$50,000 under $75,000",4446
2021,12160,"$75,000 under $100,000",4914
2021,12164,"$1 under $25,000",931
2021,12164,"$100,000 under $200,000",12592
2021,12164,"$200,000 or more",0
2021,12164,"$25,000 under $50,000",2481
2021,12164,"$50,000 under $75,000",2404
2021,12164,"$75,000 under $100,000",2178
2021,12165,"$1 under $25,000",521
2021,12165,"$100,000 under $200,000",7166
2021,12165,"$200,000 or more",16374
2021,12165,"$25,000 under $50,000",1502
2021,12165,"$50,000 under $75,000",1555
2021,12165,"$75,000 under $100,000",1717
2021,12166,"$1 under $25,000",2354
2021,12166,"$100,000 under $200,000",11497
2021,12166,"$200,000 or more",0
2021,12166,"$25,000 under $50,000",7452
2021,12166,"$50,000 under $75,000",7749
2021,12166,"$75,000 under $100,000",6651
2021,12167,"$1 under $25,000",4464
2021,12167,"$100,000 under $200,000",18752
2021,12167,"$200,000 or more",10970
2021,12167,"$25,000 under $50,000",10721
2021,12167,"$50,000 under $75,000",11027
2021,12167,"$75,000 under $100,000",8429
2021,12168,"$1 under $25,000",3199
2021,12168,"$100,000 under $200,000",21019
2021,12168,"$200,000 or more",12056
2021,12168,"$25,000 under $50,000",8504
2021,12168,"$50,000 under $75,000",9070
2021,12168,"$75,000 under $100,000",7357
2021,12169,"$1 under $25,000",583
2021,12169,"$100,000 under $200,000",9018
2021,12169,"$200,000 or more",0
2021,12169,"$25,000 under $50,000",2008
2021,12169,"$50,000 under $75,000",1803
2021,12169,"$75,000 under $100,000",2046
2021,12170,"$1 under $25,000",7042
2021,12170,"$100,000 under $200,000",68629
2021,12170,"$200,000 or more",60284
2021,12170,"$25,000 under $50,000",22391
2021,12170,"$50,000 under $75,000",25930
2021,12170,"$75,000 under $100,000",27035
2021,12173,"$1 under $25,000",2499
2021,12173,"$100,000 under $200,000",18178
2021,12173,"$200,000 or more",15468
2021,12173,"$25,000 under $50,000",7638
2021,12173,"$50,000 under $75,000",8503
2021,12173,"$75,000 under $100,000",8291
2021,12175,"$1 under $25,000",1455
2021,12175,"$100,000 under $200,000",11688
2021,12175,"$200,000 or more",0
2021,12175,"$25,000 under $50,000",3083
2021,12175,"$50,000 under $75,000",3881
2021,12175,"$75,000 under $100,000",4293
2021,12176,"$1 under $25,000",473
2021,12176,"$100,000 under $200,000",8255
2021,12176,"$200,000 or more",0
2021,12176,"$25,000 under $50,000",1027
2021,12176,"$50,000 under $75,000",1827
2021,12176,"$75,000 under $100,000",0
2021,12180,"$1 under $25,000",89619
2021,12180,"$100,000 under $200,000",460800
2021,12180,"$200,000 or more",330413
2021,12180,"$25,000 under $50,000",242953
2021,12180,"$50,000 under $75,000",246936
2021,12180,"$75,000 under $100,000",198871
2021,12182,"$1 under $25,000",27876
2021,12182,"$100,000 under $200,000",118421
2021,12182,"$200,000 or more",50140
2021,12182,"$25,000 under $50,000",77492
2021,12182,"$50,000 under $75,000",73017
2021,12182,"$75,000 under $100,000",59949
2021,12183,"$1 under $25,000",5168
2021,12183,"$100,000 under $200,000",23056
2021,12183,"$200,000 or more",9542
2021,12183,"$25,000 under $50,000",17185
2021,12183,"$50,000 under $75,000",17712
2021,12183,"$75,000 under $100,000",14105
2021,12184,"$1 under $25,000",10029
2021,12184,"$100,000 under $200,000",105044
2021,12184,"$200,000 or more",136781
2021,12184,"$25,000 under $50,000",25867
2021,12184,"$50,000 under $75,000",32023
2021,12184,"$75,000 under $100,000",34736
2021,12185,"$1 under $25,000",2657
2021,12185,"$100,000 under $200,000",27301
2021,12185,"$200,000 or more",15076
2021,12185,"$25,000 under $50,000",8788
2021,12185,"$50,000 under $75,000",9253
2021,12185,"$75,000 under $100,000",10240
2021,12186,"$1 under $25,000",7387
2021,12186,"$100,000 under $200,000",133358
2021,12186,"$200,000 or more",189522
2021,12186,"$25,000 under $50,000",19131
2021,12186,"$50,000 under $75,000",30681
2021,12186,"$75,000 under $100,000",33902
2021,12187,"$1 under $25,000",1347
2021,12187,"$100,000 under $200,000",11977
2021,12187,"$200,000 or more",0
2021,12187,"$25,000 under $50,000",4210
2021,12187,"$50,000 under $75,000",3285
2021,12187,"$75,000 under $100,000",3575
2021,12188,"$1 under $25,000",15909
2021,12188,"$100,000 under $200,000",159529
2021,12188,"$200,000 or more",119608
2021,12188,"$25,000 under $50,000",55233
